Timestamp,Workshop,Questions,Learned,LeadersJob,JobInStem,Presentation,Comments
3/29/17 19:44,Coding with Scratch,3,4,1,3,4,
3/29/17 19:44,Coding with Scratch,3,4,3,3,4,
3/29/17 19:45,Coding with Scratch,5,5,4,5,5,
3/29/17 19:45,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,4,3,3,4,
3/29/17 19:45,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,4,4,5,
3/29/17 19:45,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,4,4,4,4,
3/29/17 19:46,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,4,2,1,4,
3/29/17 19:55,Work-Life Balance: Architect in Residence,5,5,4,5,4,
3/29/17 19:55,Hunting for Another Earth,4,4,3,4,4,
3/29/17 19:55,Hunting for Another Earth,5,5,5,5,5,
3/29/17 19:56,Hunting for Another Earth,3,4,2,3,4,
3/29/17 19:56,Hunting for Another Earth,5,5,3,4,4,
3/29/17 19:56,Hunting for Another Earth,5,5,4,3,5,
3/29/17 19:56,Hunting for Another Earth,5,5,5,5,5,
3/29/17 19:57,Bird Bugs: Avian Pathogen Identification,5,4,3,5,4,
3/29/17 19:57,Bird Bugs: Avian Pathogen Identification,4,4,3,4,3,
3/29/17 19:57,Bird Bugs: Avian Pathogen Identification,3,5,3,4,4,
3/29/17 19:58,Bird Bugs: Avian Pathogen Identification,4,4,3,3,3,
3/29/17 19:58,Bird Bugs: Avian Pathogen Identification,5,5,5,5,5,
3/29/17 19:58,Bird Bugs: Avian Pathogen Identification,5,5,5,5,5,
3/29/17 19:59,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,3,4,4,
3/29/17 19:59,Banana DNA,5,5,4,4,5,
3/29/17 19:59,"""Scalpel, please"": The Pathway to Surgery",3,4,3,5,4,Thank you!
3/29/17 20:00,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,5,4,5,
3/29/17 20:03,Unfolding the World,4,4,4,5,4,
3/29/17 20:03,Unfolding the World,4,5,5,5,5,
3/29/17 20:04,Unfolding the World,4,3,3,4,4,
3/29/17 20:04,Unfolding the World,4,5,5,5,5,
3/29/17 20:05,Buggy Brouhaha,5,5,4,5,5,I loved learning about nature and the hands on experience was great
3/29/17 20:05,Buggy Brouhaha,4,4,3,4,5,
3/29/17 20:26,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/29/17 20:27,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/29/17 20:27,Work-Life Balance: Architect in Residence,4,4,4,4,4,
3/29/17 20:27,Work-Life Balance: Architect in Residence,5,5,4,3,5,
3/29/17 20:28,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/29/17 20:28,Microbes! Exploring Invisible Worlds,5,5,5,5,5,
3/29/17 20:28,Microbes! Exploring Invisible Worlds,5,5,5,5,5,
3/29/17 20:29,Microbes! Exploring Invisible Worlds,5,4,3,3,4,
3/29/17 20:29,Microbes! Exploring Invisible Worlds,5,5,5,5,5,
3/29/17 20:29,Microbes! Exploring Invisible Worlds,4,3,1,2,3,
3/29/17 20:30,Rooting into your Future,5,5,5,5,4,
3/29/17 20:30,Rooting into your Future,5,5,5,5,5,Thank you very much for the plant! I will make sure to take care of it!
3/29/17 20:31,Rooting into your Future,5,5,5,5,5,
3/29/17 20:31,Rooting into your Future,4,3,2,3,2,Shorter Slides
3/29/17 20:32,Rooting into your Future,5,5,5,5,4,
3/29/17 20:38,Rooting into your Future,5,5,5,5,4,
3/29/17 20:39,Rooting into your Future,5,5,5,5,5,
3/29/17 20:39,Microbes! Exploring Invisible Worlds,5,5,4,5,5,Thank you for showing me new things and ideas
3/29/17 20:40,Webcomic Remix,4,4,3,5,5,
3/29/17 20:40,Webcomic Remix,5,5,3,4,5,
3/29/17 20:41,Webcomic Remix,5,5,5,5,5,
3/29/17 20:41,Webcomic Remix,5,5,3,4,5,
3/29/17 20:41,Webcomic Remix,4,5,3,3,4,You did great at helping and answering questions even though some stuff didn't work out! :)
3/29/17 20:42,Webcomic Remix,5,5,5,5,5,
3/29/17 20:42,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,4,2,4,5,
3/29/17 20:43,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,5,4,5,
3/29/17 20:43,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,3,5,5,
3/29/17 20:44,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,3,3,2,4,
3/29/17 20:45,Become a Natural with Natural Products!,5,5,4,4,5,
3/29/17 20:45,Become a Natural with Natural Products!,5,5,3,2,3,
3/29/17 20:46,Become a Natural with Natural Products!,5,5,2,5,5,
3/29/17 20:46,Become a Natural with Natural Products!,5,4,3,4,5,
3/29/17 20:46,Coding with Scratch,5,3,4,4,5,
3/29/17 20:47,Coding with Scratch,4,4,2,4,4,
3/29/17 20:48,Coding with Scratch,4,5,3,4,5,
3/29/17 20:48,Coding with Scratch,3,2,4,1,4,
3/29/17 20:48,Mix it Up! A Food Experiment,4,5,4,4,5,
3/29/17 20:49,Mix it Up! A Food Experiment,5,5,5,5,5,It was very fun to be in the workshop and playing with the food
3/29/17 20:50,Mix it Up! A Food Experiment,5,5,5,5,5,
3/29/17 20:51,A Sea Snail's Tales,4,5,3,5,4,
3/29/17 20:51,A Sea Snail's Tales,4,3,4,4,4,
3/29/17 20:51,A Sea Snail's Tales,3,4,2,3,5,
3/29/17 20:52,Mix it Up! A Food Experiment,4,4,4,3,4,
3/29/17 20:53,Mix it Up! A Food Experiment,2,4,4,3,4,Thank you
3/29/17 20:53,Mix it Up! A Food Experiment,4,5,5,5,5,
3/29/17 20:54,Mix it Up! A Food Experiment,5,5,4,4,5,
3/29/17 20:54,Banana DNA,5,5,4,4,5,
3/29/17 20:54,Banana DNA,5,5,5,5,5,
3/29/17 20:54,Banana DNA,,5,5,5,5,
3/29/17 20:55,Banana DNA,5,5,5,5,5,"This was one of the best workshops. The leaders and everyone was so nice.     (note: these ""strongly agree"" were actually in a column written in labeled ""I LOVED IT"")"
3/29/17 20:57,A Sea Snail's Tales,4,5,5,4,5,
3/29/17 20:57,A Sea Snail's Tales,4,5,5,5,5,
3/29/17 20:58,A Sea Snail's Tales,5,5,5,5,5,
3/29/17 20:58,A Sea Snail's Tales,4,5,5,5,5,
3/29/17 20:58,Solar Houses,5,5,5,5,5,
3/29/17 20:59,Solar Houses,4,4,4,4,4,
3/29/17 20:59,Mix it Up! A Food Experiment,4,5,4,5,5,
3/29/17 21:00,Mix it Up! A Food Experiment,5,5,5,5,5,
3/29/17 21:00,Mix it Up! A Food Experiment,5,5,5,5,5,
3/29/17 21:00,Coding with Scratch,3,3,3,3,3,
3/29/17 21:01,Coding with Scratch,3,5,2,3,5,
3/29/17 21:01,Coding with Scratch,3,5,5,5,5,
3/29/17 21:01,Coding with Scratch,5,5,3,5,5,
3/29/17 21:02,Coding with Scratch,3,4,3,3,5,
3/29/17 21:02,Become a Natural with Natural Products!,5,5,4,5,5,
3/29/17 21:03,Become a Natural with Natural Products!,3,5,4,3,5,
3/29/17 21:04,Become a Natural with Natural Products!,5,5,5,3,5,
3/29/17 21:04,Become a Natural with Natural Products!,5,5,5,5,5,
3/29/17 21:04,Become a Natural with Natural Products!,4,5,5,3,5,
3/29/17 21:05,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,4,5,5,
3/29/17 21:05,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,3,3,5,
3/29/17 21:06,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,5,5,5,
3/29/17 21:06,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,5,4,3,5,
3/29/17 21:07,"""Oh, Behave!"" Studying Animal Behavior Objectively",1,1,1,1,1,Make this more interesting
3/29/17 21:08,Buggy Brouhaha,5,5,5,4,5,
3/29/17 21:08,Buggy Brouhaha,5,5,2,5,5,
3/29/17 21:10,Buggy Brouhaha,5,5,2,3,5,
3/29/17 21:11,Buggy Brouhaha,5,5,4,3,5,
3/29/17 21:11,Buggy Brouhaha,5,5,4,3,4,
3/29/17 21:12,Buggy Brouhaha,3,4,2,4,5,
3/29/17 21:12,Methods in Paleontology,5,5,3,5,5,
3/29/17 21:12,Methods in Paleontology,5,3,1,2,5,
3/29/17 21:16,Methods in Paleontology,4,5,5,5,5,
3/29/17 21:16,,5,5,5,5,5,
3/29/17 21:18,Methods in Paleontology,5,5,5,5,5,
3/29/17 21:18,Methods in Paleontology,5,5,4,5,5,
3/29/17 21:18,Unfolding the World,4,5,3,3,4,
3/29/17 21:19,Unfolding the World,4,5,4,5,5,
3/29/17 21:19,Unfolding the World,4,4,3,2,5,
3/29/17 21:20,Unfolding the World,4,5,3,4,5,
3/29/17 21:21,Unfolding the World,4,5,3,4,5,
3/29/17 21:22,Unfolding the World,4,5,5,4,5,
3/29/17 21:22,Unfolding the World,4,4,3,4,4,
3/29/17 21:23,A Sea Snail's Tales,4,5,4,4,5,
3/29/17 21:23,A Sea Snail's Tales,4,5,4,4,5,
3/29/17 21:24,A Sea Snail's Tales,3,2,1,3,4,
3/29/17 21:24,A Sea Snail's Tales,4,4,3,4,4,
3/29/17 21:25,Solar Houses,5,4,3,3,4,
3/29/17 21:25,Solar Houses,4,4,3,4,4,
3/29/17 21:25,Solar Houses,4,5,5,3,4,
3/29/17 21:26,Solar Houses,3,3,2,4,4,
3/29/17 21:27,Mix it Up! A Food Experiment,4,5,5,5,5,
3/29/17 21:27,Mix it Up! A Food Experiment,5,5,4,4,4,
3/29/17 21:28,Mix it Up! A Food Experiment,5,4,3,4,5,
3/29/17 21:28,Mix it Up! A Food Experiment,4,5,4,4,5,
3/29/17 21:29,Mix it Up! A Food Experiment,5,5,4,4,4,
3/29/17 21:30,Banana DNA,5,5,5,5,5,"Thanks! (all the ""strongly agree"" boxes had 5 check marks and an infinity sign)"
3/29/17 21:30,Banana DNA,5,5,5,4,4,
3/29/17 21:31,Banana DNA,5,4,3,5,5,
3/29/17 21:31,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,5,4,5,
3/29/17 21:32,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,3,5,5,I liked the way the leaders taught us different ways in order of cards
3/29/17 21:32,It's All Fun and Games: The Coding Concepts Behind Common Games,4,5,5,3,5,Thanks for the class!
3/29/17 21:38,"""Scalpel, please"": The Pathway to Surgery",5,5,4,4,4,
3/29/17 21:39,"""Scalpel, please"": The Pathway to Surgery",5,5,3,4,5,
3/29/17 21:39,"""Scalpel, please"": The Pathway to Surgery",5,5,5,5,5,I liked the class. I would do it again. Thank you!
3/29/17 21:40,Buggy Brouhaha,5,5,4,5,5,
3/29/17 21:40,Buggy Brouhaha,3,4,4,4,4,
3/29/17 21:42,Buggy Brouhaha,3,5,3,4,5,
3/29/17 21:42,Buggy Brouhaha,3,4,5,5,5,
3/29/17 21:43,Buggy Brouhaha,4,5,3,3,4,
3/29/17 21:43,Methods in Paleontology,5,5,5,5,5,
3/29/17 21:43,Methods in Paleontology,5,5,5,4,5,
3/29/17 21:44,Methods in Paleontology,3,4,3,3,4,
3/29/17 21:44,Methods in Paleontology,3,5,5,5,4,
3/29/17 21:45,Methods in Paleontology,5,5,4,5,5,
3/29/17 21:46,Unfolding the World,5,5,4,4,5,
3/29/17 21:46,Unfolding the World,5,3,4,5,4,
3/29/17 21:47,Unfolding the World,4,5,1,3,4,
3/29/17 21:48,Unfolding the World,3,4,4,4,4,
3/29/17 21:49,Unfolding the World,4,5,3,4,4,
3/29/17 21:49,Unfolding the World,4,4,4,4,4,
3/29/17 21:50,Unfolding the World,5,4,3,5,4,:)
3/29/17 21:51,Unfolding the World,3,3,2,3,3,
3/29/17 21:51,Buggy Brouhaha,5,5,5,5,5,So much fun! :) 
3/29/17 21:52,Buggy Brouhaha,4,5,5,5,5,
3/29/17 21:52,Buggy Brouhaha,4,4,4,5,4,
3/29/17 21:53,Methods in Paleontology,4,5,4,5,4,
3/29/17 21:53,Methods in Paleontology,5,5,5,5,5,
3/29/17 21:54,Private Eye: Zoom in on Nature,4,5,4,5,5,
3/29/17 21:54,Private Eye: Zoom in on Nature,4,5,3,4,4,
3/29/17 21:54,Private Eye: Zoom in on Nature,1,1,1,1,1,
3/29/17 21:55,Private Eye: Zoom in on Nature,5,5,4,5,5,
3/29/17 21:55,"""Scalpel, please"": The Pathway to Surgery",5,5,4,4,5,
3/29/17 21:56,"""Scalpel, please"": The Pathway to Surgery",4,5,4,3,5,
3/29/17 21:56,"""Scalpel, please"": The Pathway to Surgery",5,5,3,4,5,Good way of presenting how and why the 3 ways had to do with something with medical
3/29/17 21:58,Methods in Paleontology,3,5,3,4,4,I liked the hands on experience
3/29/17 21:59,Hunting for Another Earth,4,5,5,4,5,
3/29/17 21:59,Hunting for Another Earth,3,3,4,4,3,
3/29/17 22:00,Hunting for Another Earth,4,5,4,4,5,
3/29/17 22:01,Work-Life Balance: Architect in Residence,4,5,4,5,5,I liked the part when you said what your favorite job was
3/29/17 22:01,Work-Life Balance: Architect in Residence,4,5,5,5,5,
3/29/17 22:02,Work-Life Balance: Architect in Residence,4,5,4,5,5,
3/29/17 22:02,Work-Life Balance: Architect in Residence,3,5,4,4,5,
3/29/17 22:02,Bird Bugs: Avian Pathogen Identification,3,5,4,5,5,
3/29/17 22:03,Bird Bugs: Avian Pathogen Identification,3,5,5,5,5,
3/29/17 22:03,Bird Bugs: Avian Pathogen Identification,3,5,3,4,4,I liked the things we did in the lab. It was fun doing the gel thing
3/29/17 22:04,Hunting for Another Earth,3,5,5,4,5,"I liked the part when we were playing with the stick with Jupiter, Earth"
3/29/17 22:04,Webcomic Remix,4,4,4,3,5,
3/29/17 22:05,Webcomic Remix,5,5,5,5,5,Great help
3/29/17 22:05,Webcomic Remix,5,5,4,3,4,
3/29/17 22:05,Microbes! Exploring Invisible Worlds,5,4,2,4,4,
3/29/17 22:06,Microbes! Exploring Invisible Worlds,3,4,3,4,4,
3/29/17 22:06,Microbes! Exploring Invisible Worlds,4,4,4,4,4,
3/29/17 22:06,Microbes! Exploring Invisible Worlds,4,5,3,3,4,
3/29/17 22:07,Microbes! Exploring Invisible Worlds,5,5,5,3,4,
3/29/17 22:07,Rooting into your Future,5,5,5,5,5,
3/29/17 22:08,Rooting into your Future,5,5,5,3,4,
3/29/17 22:08,Rooting into your Future,4,3,1,3,1,Make shorter presentations
3/29/17 22:09,Rooting into your Future,4,5,5,5,5,
3/29/17 22:09,Rooting into your Future,5,5,5,5,5,
3/29/17 22:09,Webcomic Remix,5,5,5,5,5,
3/29/17 22:10,Webcomic Remix,5,5,2,4,5,
3/29/17 22:10,Solar Houses,5,5,5,5,5,Good job
3/29/17 22:11,Solar Houses,5,5,5,5,5,great
3/29/17 22:11,Mix it Up! A Food Experiment,5,5,5,5,5,great job
3/29/17 22:11,Mix it Up! A Food Experiment,5,5,5,5,5,
3/29/17 22:11,A Sea Snail's Tales,5,5,4,5,5,
3/29/17 22:12,A Sea Snail's Tales,4,5,3,4,5,you did a great job
3/29/17 22:12,Private Eye: Zoom in on Nature,5,5,5,5,5,it was fun
3/29/17 22:13,Private Eye: Zoom in on Nature,4,5,4,3,5,
3/29/17 22:13,Private Eye: Zoom in on Nature,5,4,4,3,5,
3/29/17 22:13,"Glucose, Lactose, Sucrose, Oh' My!",3,4,4,4,4,
3/29/17 22:14,Become a Natural with Natural Products!,5,5,5,5,5,
3/29/17 22:14,Become a Natural with Natural Products!,5,5,2,5,5,
3/29/17 22:15,Coding with Scratch,3,4,4,3,5,
3/29/17 22:16,Coding with Scratch,5,5,4,5,5,"You guys did a great job with Workshop Presentation. On a scale of 1 to 10 I give you guy 1,000! 1st place in women's great science! :D Great job!"
3/29/17 22:17,Coding with Scratch,5,5,4,5,,I really loved the presentation they were so nice and friendly.
3/29/17 22:17,Coding with Scratch,2,3,2,2,4,
3/29/17 22:18,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,3,1,4,5,good job!
3/29/17 22:18,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,4,3,2,4,
3/29/17 22:18,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,3,4,5,
3/29/17 22:19,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,5,5,5,5,
3/29/17 22:19,Become a Natural with Natural Products!,5,5,5,5,5,yall were AWESOME!
3/29/17 22:19,Become a Natural with Natural Products!,5,5,5,5,5,
3/29/17 22:20,Solar Houses,5,5,5,5,5,
3/29/17 22:21,Solar Houses,4,5,5,5,3,
3/29/17 22:21,Solar Houses,4,4,5,4,5,
3/29/17 22:22,Solar Houses,4,5,4,3,5,
3/29/17 22:22,A Sea Snail's Tales,4,4,3,4,4,
3/29/17 22:22,A Sea Snail's Tales,5,5,3,5,5,
3/29/17 22:23,A Sea Snail's Tales,4,5,3,4,5,
3/29/17 22:23,A Sea Snail's Tales,4,3,2,3,4,
3/29/17 22:23,Mix it Up! A Food Experiment,5,4,3,4,5,
3/29/17 22:23,Mix it Up! A Food Experiment,4,5,3,3,4,
3/29/17 22:24,Mix it Up! A Food Experiment,4,5,4,5,5,It was really fun
3/29/17 22:25,Mix it Up! A Food Experiment,4,5,4,5,4,
3/29/17 22:26,Become a Natural with Natural Products!,5,5,3,3,5,
3/29/17 22:26,Become a Natural with Natural Products!,5,5,4,5,5,Mariam was very kind in answering all of my questions and did a great job answering them
3/29/17 22:28,Become a Natural with Natural Products!,5,5,4,4,5,
3/29/17 22:28,Become a Natural with Natural Products!,4,4,4,4,4,
3/29/17 22:28,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,5,4,4,5,
3/29/17 22:29,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,4,4,5,
3/29/17 22:29,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,3,4,5,It was very fun! You are very exciting to listen to!
3/29/17 22:29,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,4,5,5,4,
3/29/17 22:30,Coding with Scratch,3,5,4,4,4,
3/29/17 22:30,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,3,2,3,5,
3/29/17 22:30,Coding with Scratch,5,3,1,4,4,
3/29/17 22:31,Coding with Scratch,4,3,1,4,4,
3/29/17 22:32,Become a Natural with Natural Products!,5,5,5,5,5,
3/29/17 22:32,Become a Natural with Natural Products!,4,4,4,4,4,
3/29/17 22:33,Become a Natural with Natural Products!,3,4,4,4,3,
3/29/17 22:33,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,4,3,5,
3/29/17 22:33,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,4,4,4,4,
3/29/17 22:33,"""Oh, Behave!"" Studying Animal Behavior Objectively",3,4,4,4,4,
3/29/17 22:34,Coding with Scratch,4,4,4,4,4,
3/29/17 22:34,Coding with Scratch,4,3,3,4,4,
3/29/17 22:35,Coding with Scratch,4,4,3,2,5,
3/30/17 15:51,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/30/17 15:52,Work-Life Balance: Architect in Residence,3,5,4,4,3,
3/30/17 16:09,Buggy Brouhaha,5,5,5,5,5,
3/30/17 16:10,Buggy Brouhaha,4,5,5,4,3,I enjoyed the leaders. They were funny and helped me learn something.
3/30/17 16:10,Buggy Brouhaha,4,5,4,4,5,I enjoyed touching the animals and watching the video.
3/30/17 16:10,Buggy Brouhaha,5,5,5,5,5,I really enjoyed this.
3/30/17 16:11,Unfolding the World,3,4,2,4,5,You're very funny and interesting.
3/30/17 16:12,Unfolding the World,3,5,5,4,5,The leader was funny and relatable. She helped me understand the folding. I got to do math and I enjoyed it. I figured out the folding pattern we got to do and she helped me.
3/30/17 16:12,Unfolding the World,4,5,3,5,4,I thought the lesson was very interesting.
3/30/17 16:12,Unfolding the World,4,5,4,4,5,
3/30/17 16:13,Methods in Paleontology,5,5,4,4,5,
3/30/17 16:13,Methods in Paleontology,5,5,4,4,5,I loved this!
3/30/17 16:14,Methods in Paleontology,5,5,5,5,5,I really enjoyed this. It was really interesting and I think paleontology may be something I will get more interested in in the future.
3/30/17 16:14,Methods in Paleontology,4,4,4,4,4,I enjoyed the leader. She was nice and explained everything well.
3/30/17 16:14,Coding with Scratch,5,5,4,4,5,
3/30/17 16:15,Coding with Scratch,5,5,4,4,5,
3/30/17 16:15,Become a Natural with Natural Products!,4,5,4,5,5,
3/30/17 16:15,Become a Natural with Natural Products!,5,5,5,4,4,
3/30/17 16:16,Become a Natural with Natural Products!,4,5,5,4,5,
3/30/17 16:16,Become a Natural with Natural Products!,5,5,5,5,5,
3/30/17 16:16,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,5,5,5,
3/30/17 16:16,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,5,4,5,
3/30/17 16:25,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,4,4,5,
3/30/17 16:26,"""Oh, Behave!"" Studying Animal Behavior Objectively",4,5,3,5,5,
3/30/17 16:26,Coding with Scratch,5,5,5,5,5,
3/30/17 16:26,Methods in Paleontology,5,4,4,4,4,
3/30/17 16:26,Methods in Paleontology,4,5,5,5,5,
3/30/17 16:27,Methods in Paleontology,4,5,3,4,4,
3/30/17 16:27,Methods in Paleontology,2,4,1,3,4,
3/30/17 16:27,Methods in Paleontology,5,5,4,5,5,I like the way she explained her workshop in detail. she also answered questions in detal
3/30/17 16:28,Unfolding the World,5,5,4,4,5,
3/30/17 16:28,Unfolding the World,4,4,4,4,4,
3/30/17 16:28,Unfolding the World,3,5,2,4,5,
3/30/17 16:28,Unfolding the World,4,4,4,5,5,
3/30/17 16:29,Unfolding the World,5,5,4,4,5,I liked that she encouraged us to explain and communicate.
3/30/17 16:29,Buggy Brouhaha,4,4,3,4,4,
3/30/17 16:30,Buggy Brouhaha,5,5,4,4,5,
3/30/17 16:30,Buggy Brouhaha,5,5,3,5,5,
3/30/17 16:31,Buggy Brouhaha,5,5,4,5,5,Amanda gave detailed and humorous explanation when telling us about the insects.  While Brendan and Eric communicated with us while explaining.
3/30/17 16:31,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/30/17 16:32,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/30/17 16:32,Work-Life Balance: Architect in Residence,5,5,5,5,5,
3/30/17 16:39,Work-Life Balance: Architect in Residence,3,4,4,5,5,
3/30/17 16:39,Hunting for Another Earth,4,4,3,4,4,
3/30/17 16:39,Hunting for Another Earth,3,5,3,3,5,
3/30/17 16:40,Hunting for Another Earth,3,4,4,5,5,
3/30/17 16:40,Coding with Scratch,5,3,5,3,5,
3/30/17 16:40,Webcomic Remix,5,4,2,4,4,
3/30/17 16:40,Webcomic Remix,3,5,2,3,5,
3/30/17 16:41,Webcomic Remix,4,5,4,4,4,
3/30/17 16:41,Webcomic Remix,5,5,5,5,5,I liked how the instructor related a piece of writing teniques to poems.
3/30/17 16:42,Webcomic Remix,4,5,3,3,4,
3/30/17 16:42,Rooting into your Future,3,4,4,4,5,
3/30/17 16:42,Rooting into your Future,5,5,5,5,5,
3/30/17 16:42,Rooting into your Future,4,5,1,3,3,
3/30/17 16:43,Rooting into your Future,4,5,5,4,5,
3/30/17 16:43,Microbes! Exploring Invisible Worlds,4,5,4,5,5,
3/30/17 16:43,Microbes! Exploring Invisible Worlds,4,5,5,3,5,
3/30/17 16:43,Microbes! Exploring Invisible Worlds,5,5,2,3,5,
3/30/17 16:44,Microbes! Exploring Invisible Worlds,5,5,5,5,5,
3/30/17 16:44,Private Eye: Zoom in on Nature,5,5,5,5,5,
3/30/17 16:44,Particle Detectives: Gathering Clues to the Universe,4,5,2,3,4,
3/30/17 16:45,"Glucose, Lactose, Sucrose, Oh' My!",5,5,5,5,4,
3/30/17 16:45,"Glucose, Lactose, Sucrose, Oh' My!",5,4,5,5,3,
3/30/17 16:45,Webcomic Remix,3,5,4,3,5,
3/30/17 16:45,Webcomic Remix,5,5,5,5,5,
3/30/17 16:46,Private Eye: Zoom in on Nature,5,5,5,5,5,
3/30/17 16:47,Private Eye: Zoom in on Nature,5,5,5,5,5,
3/30/17 16:47,Private Eye: Zoom in on Nature,5,5,5,4,5,They were AWESOME
3/30/17 16:47,Particle Detectives: Gathering Clues to the Universe,5,5,5,,5,
3/30/17 16:48,Microbes! Exploring Invisible Worlds,4,4,4,4,4,
3/30/17 16:48,Microbes! Exploring Invisible Worlds,3,4,4,4,4,
3/30/17 17:24,Microbes! Exploring Invisible Worlds,5,4,3,3,3,
3/30/17 17:24,Microbes! Exploring Invisible Worlds,3,1,1,1,3,
3/30/17 17:25,Microbes! Exploring Invisible Worlds,3,4,4,5,4,in the last picture how did all of the microbes get into the lake and how long did it take
3/30/17 17:25,Webcomic Remix,4,3,4,4,4,
3/30/17 17:26,Webcomic Remix,3,5,5,4,5,
3/30/17 17:26,Webcomic Remix,3,2,2,1,3,
3/30/17 17:26,Webcomic Remix,5,5,5,5,5,
3/30/17 17:27,Webcomic Remix,3,5,5,3,4,
3/30/17 17:27,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,5,5,5,Thank you for showing us this fun experience.
3/30/17 17:27,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,5,4,5,
3/30/17 17:30,It's All Fun and Games: The Coding Concepts Behind Common Games,5,5,5,5,5,
3/30/17 17:30,It's All Fun and Games: The Coding Concepts Behind Common Games,5,4,2,5,5,
3/30/17 17:31,Hunting for Another Earth,3,4,3,5,4,
3/30/17 17:31,Bird Bugs: Avian Pathogen Identification,3,4,2,3,2,
3/30/17 17:31,Bird Bugs: Avian Pathogen Identification,3,3,4,4,5,
3/30/17 17:31,Bird Bugs: Avian Pathogen Identification,4,4,2,4,4,
3/30/17 17:31,Bird Bugs: Avian Pathogen Identification,4,5,4,5,5,
3/30/17 17:32,Work-Life Balance: Architect in Residence,4,5,4,5,3,
3/30/17 17:32,Work-Life Balance: Architect in Residence,5,5,4,5,5,
3/30/17 17:32,Work-Life Balance: Architect in Residence,5,4,3,4,4,
3/30/17 17:33,Work-Life Balance: Architect in Residence,5,5,4,4,5,
3/30/17 17:33,Banana DNA,5,5,5,5,5,
3/30/17 17:33,Banana DNA,5,5,3,5,5,maybe a different fruit
3/30/17 17:33,Banana DNA,5,5,5,4,5,
3/30/17 17:34,Banana DNA,5,5,5,5,5,thank you for showing me this experiment and I am thinking that I am going to be a scientist when I grow up.
3/31/17 16:34,Coding with Scratch,3,4,2,2,3,
3/31/17 16:34,Coding with Scratch,5,5,4,5,5,
3/31/17 16:35,Become a Natural with Natural Products!,5,5,5,5,5,
3/31/17 16:37,Become a Natural with Natural Products!,5,5,4,5,5,
3/31/17 16:38,Become a Natural with Natural Products!,5,5,5,5,5,You were the best! go curiosity!
3/31/17 16:38,Become a Natural with Natural Products!,5,5,4,5,5,
3/31/17 16:39,Become a Natural with Natural Products!,5,5,5,4,5,
3/31/17 16:39,Become a Natural with Natural Products!,4,5,3,4,5,
3/31/17 16:39,Become a Natural with Natural Products!,5,5,4,4,5,
3/31/17 16:40,Coding with Scratch,4,3,2,3,4,
3/31/17 16:40,Coding with Scratch,4,3,3,4,4,
3/31/17 16:40,Coding with Scratch,4,4,4,4,4,
3/31/17 16:41,"""Scalpel, please"": The Pathway to Surgery",5,5,4,5,5,
3/31/17 16:41,"""Scalpel, please"": The Pathway to Surgery",5,5,4,3,5,
3/31/17 16:41,"""Scalpel, please"": The Pathway to Surgery",5,5,3,4,4,
3/31/17 16:42,"""Scalpel, please"": The Pathway to Surgery",5,5,5,5,5,Thank you for this wonderful and awesome hour
3/31/17 16:59,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,4,3,5,
3/31/17 16:59,"""Oh, Behave!"" Studying Animal Behavior Objectively",5,5,3,4,5,
